Time;Sensor1;Sensor2;Sensor3
159006217;0,7374141216278076;0,933738648891449;10,230423927307129
158845575;0,38067805767059326;0,7948749661445618;9,832986831665039
158684963;0,507570743560791;1,0031704902648926;9,672574996948242
158524321;-0,7038952708244324;1,1994950771331787;9,684545516967773
158363679;-0,6272808313369751;1,867477297782898;9,921571731567383
158203037;-0,8044517636299133;2,03507137298584;9,5408935546875
158042395;-0,6871358752250671;1,7980455160140991;10,309432983398438
157881783;-0,933738648891449;2,650381326675415;8,884882926940918
157721141;-1,292868971824646;1,316810965538025;9,32302188873291
157560530;-1,4413094520568848;1,6950948238372803;8,825027465820312
157399943;-2,4875755310058594;1,3766659498214722;9,708487510681152
157239331;-4,982333660125732;1,3503297567367554;9,222464561462402
157078689;-5,959167957305908;0,5003881454467773;5,935225963592529
156918077;-10,256759643554688;-0,21547815203666687;3,9863457679748535
156757435;-7,824251174926758;-3,957615375518799;1,137245774269104
156596823;-9,17936897277832;-4,0533833503723145;1,7717092037200928
156436212;-9,028534889221191;-5,904101371765137;-1,5538369417190552
156275600;-7,994239330291748;-11,686098098754883;2,229001760482788
156114958;-5,202600479125977;-7,829039573669434;2,31758713722229
155954316;-4,855441093444824;-5,214571475982666;0,15801730751991272
155793704;-5,901707172393799;-9,44991397857666;0,3064578175544739
155633092;-13,539210319519043;-11,022904396057129;-1,8986018896102905
155472450;-7,936778545379639;-4,527435302734375;0,8858546018600464
155311838;-6,955155849456787;-3,9240965843200684;0,2537853717803955
155151196;-3,955221176147461;-7,8314337730407715;3,318363666534424
154990584;-7,422025203704834;-7,041347026824951;0,828393816947937
154829942;-7,398083209991455;-3,84269380569458;0,5913678407669067
154669331;-12,816162109375;-7,261613845825195;2,5282769203186035
154508719;-10,445901870727539;-5,480327606201172;1,3934253454208374
154348077;-7,026981830596924;-3,4189200401306152;1,886630892753601
154187465;-8,990227699279785;-6,5696892738342285;-1,5538369417190552
154026853;-6,732495307922363;-7,845798969268799;1,8626888990402222
153866211;-6,596025466918945;-4,759673118591309;1,0582371950149536
153705599;-6,557718276977539;-4,7189717292785645;3,469198226928711
153544988;-13,481749534606934;-7,129932880401611;2,0231003761291504
153384345;-8,628703117370605;-3,936067581176758;1,2210428714752197
153223734;-8,518569946289062;-3,555389642715454;1,8818424940109253
153063092;-2,609679937362671;-6,1985883712768555;6,689399719238281
152902480;-7,225700855255127;-6,909666061401367;0,5291185975074768
152741838;-7,723694801330566;-3,713406801223755;1,6400281190872192
152581226;-12,389993667602539;-4,855441093444824;1,9847931861877441
152420614;-13,292608261108398;-4,831499099731445;1,8626888990402222
152259972;-4,934449672698975;-3,265691041946411;1,0342950820922852
152099360;-10,359710693359375;-6,119579315185547;-2,408566951751709
151938718;-7,608773231506348;-8,595184326171875;0,6129156351089478
151778107;-6,512228488922119;-5,037400245666504;0,6416460275650024
151617495;-7,778761386871338;-5,200206279754639;1,6927006244659424
151456853;-16,433799743652344;-6,830657482147217;0,44771572947502136
151296241;-8,640673637390137;-3,6343982219696045;1,039083480834961
151135629;-7,3693528175354;-3,1244332790374756;1,7621324062347412
150974987;-7,259219646453857;-5,556941986083984;6,964732646942139
150814375;-6,296750545501709;-6,720524311065674;-0,12928688526153564
150653733;-7,453149795532227;-3,646369218826294;0,26096799969673157
150493122;-12,751518249511719;-5,65031623840332;1,922544002532959
150332479;-13,414711952209473;-4,972756862640381;1,216254472732544
150171868;-7,003039836883545;-2,784456491470337;0,19393034279346466
150011256;-8,992621421813965;-6,768408298492432;1,6519991159439087
149850614;-6,648698329925537;-7,184999465942383;1,5682021379470825
149690002;-7,259219646453857;-4,692635536193848;1,4053963422775269
149529360;-6,277596950531006;-6,327875137329102;2,806004285812378
149368748;-14,788984298706055;-8,35097599029541;0,44532153010368347
149208137;-10,192116737365723;-3,758896589279175;0,22744916379451752
149047494;-7,33583402633667;-4,256890773773193;-0,5027823448181152
148886883;-4,309563159942627;-8,073247909545898;2,9328970909118652
148726271;-5,731719017028809;-5,999869346618652;1,3838485479354858
148565629;-7,503427982330322;-3,6750996112823486;1,6903064250946045
148405017;-13,888764381408691;-4,285621166229248;0,9265560507774353
148244405;-11,829751014709473;-5,1116204261779785;2,1547815799713135
